Author,h-index
"Wang, Hai-Qin",1
"Liu, Han",1
"Yu, Sulan",1
"Shah, Alok A.",1
"Esquinca, Adilene E.",1
"Shimizu, Yuka",1
"Li, Jingjin",1
"Li, Chuanfu",1
"Zhu, Weina",1
"Zhou, Hongmei",1
"Choi, Sangwook",1
"Dan, Arkaprava",1
"Leckband, Deborah E.",1
"Nishiwaki, Tetsu",1
"Suda, Rika",1
"Takayanagi, Shin",1
"Terada, Jiro",1
"Sakao, Seiichiro",1
"Fujii, Yousuke",1
"Nosaka, Nobuyuki",1
"Yamashita, Nobuko",1
"Yamada, Nlutsuko",1
"Tabuchi, Arata",1
"Krauszman, Adrienn",1
"Mullan, Barbara A.",2
"Rohan, Marta",1
"Maric, J.",1
"Luschnig, P.",1
"Aringer, I.",1
"Lanz, I.",1
"Baernthaler, T.",1
"Frei, R.",1
"Marsh, Leigh M.",2
"Lippe, I. T.",1
"Min, Dong",1
"Zhang, Ruyuan",1
"Tang, Yaoqing",1
"Ming, Guang-Feng",1
"Ma, Xin-Hua",1
"Xu, Dao-Miao",1
"Liu, Zhi-Yong",1
"Ai, Yu-Hang",1
"Liu, Hui-Xia",1
"Shi, Zan-Hua",1
"Hoegl, Sandra",1
"Brodsky, Kelley S.",1
"Blackburn, Michael R.",1
"Karmouty-Quintana, Harry",1
"Zwissler, Bernhard",1
"Liu, Tiegang",2
"Warburton, Rod R.",1
"Hill, Nicholas S.",2
"Kayyali, Usamah S.",2
"Ahn, Jong J.",1
"Jung, Jong P.",1
"Park, Soon E.",1
"Lee, Minhyun",1
"Kwon, Byungsuk",1
"Cho, Hong R.",1
"Bock, Ashley",1
"Tucker, Nicole",1
"Gonzalez, Eduardo",1
"Wohlauer, Max",1
"Hansen, Kirk",1
"Dzieciatkowska, Monika",1
"Sauaia, Angels",1
"Moore, Ernest E.",3
"Brenza, Jacob B.",1
"Carnemolla, Ronald",2
"Zaitsev, Sergei",1
"Pan, Daniel C.",1
"Esmon, Charles T.",2
"Chacko, Ann Marie",2
"Zhu, Wei-Wei",1
"Ren, Xiang",1
"Wang, Li-Peng",1
"Yang, Wang",1
"Xv, Meng",1
"Yang, Wan Chao",1
"Wang, Nan",2
"Zhang, Xue Zhong",1
"Li, Wen Zhi",1
"Tjahjono, Yudy",2
"Berghoefer, Heike",2
"Werth, Silke",2
"Deckmyn, Hans",1
"De Meyer, Simon F.",1
"Santoso, Sentot",3
"Duong, Michelle",1
"Wang, Nadan",1
"Paudyal, Bishnuhari",1
"Suratt, Benjamin T.",1
"Kallen, Caleb B.",1
"Zhu, Ying",1
"Walsh, Kenneth",2
"Summer, Ross",1
"Sapru, Anil",1
"Flori, Heidi",1
"Quasney, Michael W.",1
"Dahmer, Mary K.",1
"Bai, Xiaozhi",1
"Fan, Lei",1
"He, Ting",2
"Jia, Wenbin",1
"Yang, Longlong",1
"Shi, Jihong",1
"Su, Linlin",1
"Lele, Abhishek",1
"Harijith, Anantha",1
"Gregorio, Carol C.",1
"Salgia, Ravi",1
"Hecker, Matthias",1
"Linder, Tomke",1
"Ott, Juliane",1
"Walmrath, Hans-Dieter",1
"Lohmeyer, Juergen",2
"Vadasz, Istvan",1
"Herold, Susanne",2
"Reichert, Martin",1
"Buchbinder, Anja",1
"Morty, Rory Edward",1
"Bausch, Britta",1
"Fischer, Tobias",1
"Schulz, Richard",1
"Grimminger, Friedrich",1
"Barnes, Matt",1
"Mayer, Konstantin",1
"Becker, Christin",1
"Ridge, Karen M.",1
"Min, Jin-Na",1
"Roberts, Scott",1
"Jorgensen, William L.",1
"Xie, Ru Feng",1
"Hu, Ping",1
"Wang, Zhi Cheng",1
"Yang, Yi Ming",1
"Gao, Li",1
"Fan, Hua Hua",1
"Zhu, Yong Ming",1
"Fang, Xiaocong",1
"Ou, Jiaxian",1
"Dagvadorj, Jargalsaikhan",1
"Shimada, Kenichi",1
"Chen, Shuang",1
"Jones, Heather D.",1
"Tumurkhuu, Gantsetseg",1
"Zhang, Wenxuan",1
"Wawrowsky, Kolja A.",1
"Crother, Timothy R.",1
"Arditi, Moshe",1
"Hahn, Cornelia S.",1
"Scott, David W.",1
"Xu, Xin",1
"Roda, Mojtaba Abdul",1
"Payne, Gregory A.",1
"Viera, Liliana",1
"Winstead, Colleen J.",1
"Bratcher, Preston",1
"Sparidans, Rolf W.",1
"Redegeld, Frank A.",1
"Jackson, Patricia L.",1
"Folkerts, Gert",1
"Blalock, J. Edwin",1
"Patel, Rakesh P.",1
"Kimura, Toru",2
"Nojiri, Takashi",2
"Hosoda, Hiroshi",2
"Ishikane, Shin",2
"Shintani, Yasushi",2
"Inoue, Masayoshi",2
"Miyazato, Mikiya",2
"Okumura, Meinoshin",2
"Kangawa, Kenji",2
"Zeng, Zhen",2
"Li, Yachun",1
"Zhou, Ming",2
"Zhang, Xiaoli",1
"Jiang, Wei",2
"Mokra, Daniela",1
"Kosutova, Petra",1
"Li, Lingfei",1
"Hu, Jiongyu",1
"Zhang, Qiong",1
"Yang, Xu",2
"Lan, Xiaodong",1
"Zhang, Dongxia",1
"Mei, Hao",1
"Huang, Yuesheng",1
Huetran Duong,1
"Chun, Pan",1
"Moldobaeva, Nurgul",5
"Kawasaki, Yoshihiro",2
"Akiyama, Tetsu",2
"Lu, Hongyan",1
"Poirier, Christophe",1
"Cook, Todd",1
"Traktuev, Dmitry O.",1
"Merfeld-Clauss, Stephanie",1
"Lease, Benjamin",1
"Petrache, Irina",1
"March, Keith L.",1
"Bogatcheva, Natalia V.",2
"Liu, Jingxian",1
"Wang, Zhenglian",1
"Liu, Yanan",1
"Liang, Mengfan",1
"Xue, Ying",1
"Xi, Caihua",1
"Gong, Haixia",1
"Wary, Kishore",1
"Chatturvedi, Pallavi",1
"Zhao, Youyang",1
"Naureckas, P.",1
"Zhao, Ming",1
"Roerig, David L.",1
"Haworth, Steven T.",1
"Clough, Anne V.",1
"Bai, Litao",1
"Andersson, Helen A.",1
"McConnell, Kellie I.",1
"Chan, Diana L.",1
"Hernandez, Michael",1
"Gonzalez, Javier",1
"Liu, Xuewu",1
"La Francesca, Saverio",1
"Sakamoto, Jason H.",1
"Serda, Rita E.",1
"Bao, Hong",1
"Xie, Guogang",1
"Ji, Yong",1
"Sun, Bo",1
"Li, Hongxia",1
"Meng, Xiangyu",1
"Gao, Yue",1
"Cai, Shaohua",1
"Liu, Sheng",1
"Huang, Lei",1
"Xu, Qirong",1
"Ling, Xiang",1
"Liu, Jichun",1
"Shao, H-Z.",1
"Qin, B-Y.",1
"Mambetsariev, Isa",2
"Yin, Xiuru",1
"Liang, Zuodi",1
"Yun, Yue",1
"Pei, Ling",1
"Wu, Feng",1
"Szczepaniak, William S.",1
"Shiva, Sruti",1
"Liu, Huanbo",1
"Wang, Yinna",1
"Kelley, Eric E.",1
"Chen, Alex F.",2
"McVerry, Bryan J.",1
"Yuan, Qing",2
"Jiang, Yanwen",2
"Ma, Ting-ting",1
"Fang, Qiuhong",2
"Pan, Lei",1
"Kanter, Bryce G.",1
"Minhajuddin, Mohammad",2
"Xu, Lei",1
"Gao, Zhenming",1
"Xu, Junfeng",1
"Sun, Deguang",1
"Zhang, Rixin",1
"Liang, Rui",1
"Fan, Rong",1
"Shashaty, Michael G. S.",1
"Worthen, G. Scott",1
"Sakaguchi, Masahiro",1
"Marutani, Eizo",1
"Shin, Hae-sook",1
"Hanaoka, Kenjiro",1
"Xian, Ming",1
"Ichinose, Fumito",1
"Kondrikov, Dmitry",1
"Mapes, Brandon",3
"Saadat, Laleh",3
"Ma, Shwu Fan",3
"MacDougall, Matthew S.",1
"Liu, Bin",2
"Zhang, Chenyue",1
"Dong, Mingqing",2
"El-Quadi, Monaliza",1
"Hu, Ruoyu",1
"Jing, Hua",2
"Wu, Haiwei",2
"Ghamloush, Maher M.",1
"Aldawood, Ali",1
"Warburton, Rod",1
"Toksoz, Deniz",1
"Tang, Dale D.",1
"Tokudome, Takeshi",1
"Miura, Koichi",1
"Sawabata, Noriyoshi",1
"Du, Zhaohui",2
"Zhou, Qing",1
"Li, Jianguo",2
"Storch, Emily K.",1
"Hillyer, Christopher D.",2
"Shaz, Beth H.",2
"Naureckas, Caitlin",1
"Siegler, Jessica H.",2
"Sun, Lulu",1
"Cao, Zhendong",1
"Li, Qifang",1
"Kumar, Sachin",1
"Xu, Juying",1
"Kumar, Rupali Sani",1
"Lakshmikanthan, Sribalaji",1
"Kapur, Reuben",1
"Kofron, Matthew",1
"Chrzanowska-Wodnicka, Magdalena",1
"Filippi, Marie-Dominique",1
"Luo, Ying",1
Ma Hongyan,1
Shi Jinghui,1
Wang Changsong,1
Guo Lei,1
Gong Yulei,1
Li Jie,1
Gong Yongtai,1
Yun Fengxiang,1
Zhao Hongwei,1
Li Enyou,1
"Heeke, Brenten",1
"Varn, Matthew N.",1
"Kennedy, Thomas P.",1
"Siegler, Jessica",1
"Deaton, Ryan",1
"Zaidi, Rafe S.",1
"Gann, Peter H.",1
"Thangavel, Jayakumar",1
"Elias, Harold K.",1
"Rajasingh, Sheeja",1
"Simpson, Andrew D.",1
"Sundivakkam, Premanand K.",1
"Xuan, Yu-Ting",1
"Dawn, Buddhadeb",1
"Piegeler, Tobias",1
"Dull, Randal O.",2
"Chignalia, Andreia Z.",1
"Koshy, Ruben G.",1
"Votta-Velis, E. Gina",1
"Borgeat, Alain",1
"Schwartz, David E.",1
"Beck-Schimmer, Beatrice",1
"Wang, Yusi",1
"Zhang, Kejing",1
"Huang, Shuaishuai",1
"Wang, Xue",1
"Li, Taohong",1
"Jin, Yuhong",1
"Hehir, Michael",1
"Xu, Chiyi",1
"Zhao, Yidan D.",1
"Yi, Fan",1
"Qian, Zhijian",1
"Tran, Khiem",1
"O'Donnell, James J., III",1
"Beyer, Eric C.",1
"Wade, Michael S.",2
"Aitken, Elizabeth H.",1
"Negri, Elnara M.",1
"Barboza, Renato",1
"Lima, Maria Ri",1
"Caldini, Elia G.",1
"Goldman, Julia L.",1
"Fortman, Jeffrey D.",1
"Jurek, Samuel C.",1
"Hirano-Kobayashi, Mariko",1
"Chiang, Homer",1
"Kohane, Daniel S.",1
"Matthews, Benjamin D.",1
"Uhlig, Christopher",1
"Ornellas, Debora S.",2
"Santos, Raquel Souza",4
"Miranda, Paulo J.",1
"Spieth, Peter M.",1
"Kiss, Thomas",1
"Kasper, Michael",1
"Wiedemann, Baerbel",1
"Koch, Thea",1
"Morales, Marcelo Marcos",4
"Damarla, Mahendra",2
"Parniani, Ahmad R.",1
"Johnston, Laura",1
"Maredia, Hasina",1
"Serebreni, Leonid",1
"Hamdan, Omar",1
"Sidhaye, Venkataramana K.",1
"Myers, Allen C.",1
"Crow, Michael T.",1
"Schmidt, Eric P.",1
"Machamer, Carolyn E.",1
"Gaestel, Matthias",1
"Rane, Madhavi J.",2
"Kolb, Todd M.",2
"Kim, Bo S.",1
"Damico, Rachel L.",1
"Hassoun, Paul M.",1
"Stevens, Trevor C.",1
"Ochoa, Cristhiaan D.",1
"Morrow, K. Adam",1
"Robson, Matthew J.",1
"Prasain, Nutan",1
"Zhou, Chun",1
"Alvarez, Diego F.",1
"Frank, Dara W.",1
"Balczon, Ron",2
"Zhao, Yun-Feng",1
"Xiong, Wei",1
"Wu, Xue-Ling",1
"Lavoie, Tera",1
"Solway, Julian",1
"Shikata, Fumiaki",1
"Sakaue, Tomohisa",1
"Nakashiro, Koh-ichi",1
"Okazaki, Mikio",1
"Kurata, Mie",1
"Okamura, Toru",2
"Okura, Masahiro",1
"Ryugo, Masahiro",1
"Nakamura, Yuki",1
"Yasugi, Takumi",1
"Higashiyama, Shigeki",1
"Izutani, Hironori",1
"Jones, Rosemary",1
"Capen, Diane E.",1
"Valbuena, Gustavo",1
"Halliday, Hailey",1
"Borisevich, Viktoriya",1
"Goez, Yenny",1
"Rockx, Barry",1
"Howard, Melissa D.",1
"Jezierska-Drutel, Agnieszka J.",2
"Stephens, R. Scott",2
"Pfeifer, Alexander",1
"Wang, Zhenjia",1
"You, Qing-hai",1
"Niu, Cheng-cheng",1
"Zhu, Zhong-ming",1
"Yue, Yang",1
"Sun, Geng-yun",1
"Pardo, Daniel",1
"Snead, Connie",1
"Akinosoglou, Karolina",1
"Alexopoulos, Dimitrios",1
"Allen, Timothy Craig",1
"Kurdowska, Anna",1
"Sharma, Rajesh",1
"Ding, Hui",1
"Lv, Qi",1
"Yin, Xiaofeng",1
"Song, Jianqi",1
"Landen, Ning Xu",1
"Braach, Natascha",1
"Buschmann, Kirsten",1
"Pflaum, Johanna",1
"Hudalla, Hannes",1
"Koch, Lutz",1
"Ryschich, Eduard",1
"Poeschl, Johannes",1
"Frommhold, David",1
"Wu, Weikang",0
"Venet, Fabienne",2
"Thakkar, Rajan",1
"Maretta, Milan",1
"Toth, Stefan",1
"Jonecova, Zuzana",1
"Kruzliak, Peter",1
"Kubatka, Peter",1
"Pingorova, Stanislava",1
"Vesela, Jarmila",1
"Mondrinos, Mark J.",2
"Zhang, Ting",1
"Sun, Shuang",1
"Kennedy, Paul A.",2
"King, Devon J.",1
"Wolfson, Marla R.",1
"Knight, Linda C.",1
"Scalia, Rosario",1
"Kilpatric, Laurie E.",1
"Nascimento Baez Garcia, Cristiane Sousa",1
"Short, Kirsty R.",1
"Kroeze, Edwin J. B. Veldhuis",1
"Fouchier, Ron A. M.",1
"Kuiken, Thijs",1
"Uhlig, Stefan",2
"Waade, Josephine",1
"Wittenberg, Claudia",1
"Babendreyer, Aaron",1
"Lopez-Hernandez, Milagros",1
"Blanco, Jesus",1
"Kacmarek, Robert M.",1
"Yamashita, Cory M.",1
"Vasanthamohan, Lakshman",1
"Lac, Joanne",1
"McCaig, Lynda",1
"Yao, Lijuan",1
"Puntorieri, Valeria",1
"Lewis, Jim F.",1
"Veldhuizen, Ruud A. W.",2
"Chen, Chao",1
"Zhang, Min",1
"Niu, Li",1
"Jian, Ming-Yuan",1
"Wolkowicz, Paul E.",1
"Creighton, Judy R.",1
"Kong, Juan",1
"Zhu, Xiangdong",1
"Shi, Yongyan",1
"Liu, Tianjing",1
"Chen, Yunzi",1
"Bhan, Ishir",1
"Zhao, Qun",1
"Thadhani, Ravi",1
"Li, Yan Chun",1
"Lv, Wanzhi",1
"Lv, Chongqing",1
"Yu, Suhui",1
"Yang, Yunxiu",1
"Kong, Hongru",1
"Xie, Jianming",1
"Andersson, Roland",1
"Zang, Dongyu",1
"Shao, Youzhi",1
"Zaytsev, Sergei",1
"Zern, Blaine J.",1
"Sydykov, Akylbek",1
"Iliodromiti, Zoe",1
"Zygouris, Dimitrios",1
"Sifakis, Stavros",1
"Pappa, Kalliopi I.",1
"Tsikouras, Panagiotis",1
"Salakos, Nikolaos",1
"Daniilidis, Angelos",1
"Siristatidis, Charalambos",1
"Vrachnis, Nikolaos",1
"Klein, Nadine",1
"Gembardt, Florian",1
"Supe, Stephanie",1
"Kaestle, Stephanie M.",1
"Nickles, Hannah",1
"Lei, Xiaohong",1
"Mertens, Michael",1
"Walther, Thomas",1
"Marando, Catherine",1
"Ramos, Maira B. A.",1
"Garcia, Cristiane S. N. B.",1
"Aires, Rosaria D.",1
"Capettini, Luciano S. A.",1
"Silva, Josiane F.",1
"Rodrigues-Machado, Maria da Gloria",1
"Pinho, Vanessa",1
"Teixeira, Mauro M.",1
"Cortes, Steyner F.",1
"Lemos, Virginia S.",1
"Ali, Irshad",1
"Nanchal, Rahul",1
"Husnain, Fouad",1
"Konduri, G. Ganesh",1
"Densmore, John C.",1
"Collins, Stephen R.",1
"Blank, Randal S.",1
"Deatherage, Lindy S.",1
"Tanino, Mishie",1
"Smith, Lincoln S.",1
"Kajikawa, Osamu",2
"Wong, Venus A.",1
"Mongovin, Steve",1
"Matute-Bello, Gustavo",1
"Martin, Thomas R.",1
"Konrad, Franziska M.",2
"Neudeck, Gianna",1
"Vollmer, Irene",2
"Ngamsri, Kristian C.",1
"Thiel, Manfred",1
"Reutershan, Joerg",2
"Qiang, Yong",1
"Wang, Lian",1
"Wang, Gaoming",1
"Yi, Jun",1
"Tandon, Rajive",1
"Li, Hailong",1
"Anidi, Ifeanyi U.",1
"Menendez, Carmen",1
"Martinez-Caro, Leticia",1
"Nin, Nicolas",1
"Moral-Sanz, Javier",1
"Morales, Daniel",1
"Cogolludo, Angel",1
"Esteban, Andres",1
"Schmidt, Tracy Thennes",1
"Yue, Lili",1
"Gothert, Joachim",1
"Shen, Tang-Long",1
"Guan, Jun-Lin",1
"Sadikot, Ruxana",1
"Van Ness, Michael",1
"Jensen, Hanne",1
"Adamson, Grete N.",1
"Kysar, Patricia E.",1
"Holland, Paul",1
"Elangovan, Venkate",1
"Hatziantoniou, Sophia",1
"Sfika, Aggeliki",1
"Vassiliou, Aliki G.",1
"Mourelatou, Elena",1
"Magkou, Christina",1
"Roussos, Charalambos",1
"Abassi, Taimur",1
"Weichselbaum, Ralph",1
"Calchary, Wendy",1
"Xu, Ningyong",1
"Kunstadt, Ryan",1
"Richardson, Bianca",1
"Nix, Jessica",1
"Xing, Junjie",3
"Starosta, Vitaliy",1
"Higginbotham, Katherine",1
"Koroniak, Lukas",1
"Berliner, Judith A.",1
"Gao, Peng",1
"Mungur, Luckshmanraj",1
"Kampo, Sylvanus",1
"Wen, Qingping",1
"Lyons, Melanie",1
"Deutschman, Clifford S.",1
"Kilpatrick, Laurie E.",1
"Rittirsch, Daniel",1
"Flierl, Michael A.",1
"Nadeau, Brian A.",1
"Day, Danielle E.",1
"Huber-Lang, Markus S.",1
"Andjelkovic, Anuska V.",1
"Fasano, Alessio",1
"Kandasamy, Kathirvel",2
"Bezavada, Lavanya",1
"Escue, Rachel B.",1
"Parthasarathi, Kaushik",2
"Legendre, Benjamin",1
"Scherpereel, Arnaud",2
"Faller, Simone",1
"Spassov, Sashko G.",1
"Zimmermann, Kornelia K.",1
"Ryter, Stefan W.",1
"Buerkle, Hartmut",1
"Loop, Torsten",1
"Schmidt, Rene",1
"Strosing, Karl M.",1
"Hoetzel, Alexander",1
"Jin, Wenting",1
"Rong, Linyi",1
"Liu, Yinkun",1
"Pan, Jue",1
"Munoz, Nilda M.",1
"Leff, Alan R.",2
"Reys, Luiz G.",1
"Ortiz-Pomales, Yan T.",1
"Lopez, Nicole",1
"Cheadle, Gerald",2
"de Oliveira, Paulo Goncalves",1
"Eliceiri, Brian",2
"Bansal, Vishal",2
"Costantini, Todd W.",1
"Coimbra, Raul",2
"Lee, Luis",1
"Jones, Wilbert L.",1
"Johnson, Jeffrey L.",1
"Nydam, Trevor L.",1
"Rafat, Neysan",1
"Toenshoff, Burkhard",1
"Bierhaus, Angelika",1
"Beck, Grietje C.",1
"Aritake, Kosuke",1
"Tsubosaka, Yoshiki",1
"Maruyama, Toshihiko",1
"Nakagawa, Takayuki",1
"Hori, Masatoshi",1
"Hirai, Hiroyuki",1
"Nakamura, Masataka",1
"Narumiya, Shuh",1
"Urade, Yoshihiro",1
"Ozaki, Hiroshi",1
"Murrill, Matthew",1
"Anwar, Khandaker N.",1
"Finkelstein, Jacob N.",1
"Watterson, D. Martin",1
"Sun, Shiqin",2
"Sursal, Tolga",2
"Adibnia, Yasaman",2
"Zhao, Cong",2
"Li, Haipeng",1
"Otterbein, Leo E.",1
"Hauser, Carl J.",3
"Itagaki, Kiyoshi",3
"Uriarte, Silvia M.",1
"Merchant, Michael L.",1
"Jin, Shunying",1
"Lentsch, Alex B.",1
"Ward, Richard A.",1
"McLeish, Kenneth R.",1
"Davidson, Bruce A.",1
"Vethanayagam, R. Robert",1
"Grimm, Melissa J.",1
"Raghavendran, Krishnan",1
"Blackwell, Timothy S.",1
"Freeman, Michael L.",1
"Ayyasamy, Vanniarajan",1
"Singh, Keshav K.",1
"Sporn, Michael B.",1
"Knight, Paul R.",1
"Segal, Brahm H.",1
"Taneja, Ravi",1
"Yao, Li-Juan",1
"Fortin, Dalilah",1
"Inculet, Richard",1
"Malthaner, Richard",1
"Gandhirajan, Rajesh Kumar",1
"Meng, Shu",1
"Chandramoorthy, Harish C.",1
"Mallilankaraman, Karthik",1
"Mancarella, Salvatore",1
"Gao, Hui",1
"Razmpour, Roshanak",1
"Yang, Xiao-Feng",1
"Houser, Steven R.",1
"Chen, Ju",1
"Koch, Walter J.",1
"Soboloff, Jonathan",1
"Gill, Donald L.",1
"Madesh, Muniswamy",1
"Klinger, James R.",2
"Tsai, Shu-Whei",1
"Green, Sabrina",1
"Grinnell, Katie L.",3
"Machan, Jason T.",1
"Mannam, Praveen",1
"Shinn, Amanda S.",1
"Zhang, Yitao",1
"Sun, Chongxiu",1
"Beard, Richard S., Jr.",1
"McLean, Danielle L.",1
"Rigor, Robert R.",1
"Konia, Thomas",1
"Abrams, Simon T.",1
"Manson, Joanna",1
"Liu, Tingting",1
"Dart, Caroline",1
"Baluwa, Florence",1
"Wang, Susan Siyu",1
"Brohi, Karim",1
"Yu, Weiping",1
"Wang, Guozheng",1
"Toh, Cheng-Hock",1
"Choi, Jae-Sung",1
"Kwak, Kyung-A",1
"Park, Min-Ju",1
"Kim, Young-Hee",1
"Gil, Hyo-Wook",1
"Song, Ho-yeon",1
"Hong, Sae-yong",1
"Duke-Novakovski, Tanya",1
"Singh-Suri, Sarabjeet",1
"Caldwell, Sarah",1
"Charavaryamath, Chandarshekhar",1
"Singh, Baljit",1
"Herwig, Martina C.",1
"Tsokos, Michael",1
"Hermanns, M. Iris",1
"Kirkpatrick, C. James",1
"Mueller, Annette M.",1
"Land, Walter G.",1
"Oseghale, Aluya",1
"Circo, Sebastian",1
"Cederbaum, Stephen D.",1
"Caldwell, Robert W.",1
"Ma, Lijie",1
"Li, Yanyan",1
"Zhao, Yilin",1
"Wang, Qingwei",1
"Nan, Yandong",1
"Mu, Deguang",1
"Li, Wangping",1
"Liu, Xueying",1
"Mao, Mei",1
"Xu, Xilin",1
"Zhang, Bo",1
"Fu, Zu-hong",1
"Casserly, Brian",1
"Coulthard, Mark G.",1
"Morgan, Michael",1
"Woodruff, Trent M.",1
"Arumugam, Thiruma V.",1
"Taylor, Stephen M.",1
"Carpenter, Todd C.",1
"Lackmann, Martin",1
"Boyd, Andrew W.",1
"Sugimoto, R.",1
"Nakao, A.",1
"Zhan, J.",1
"Kohmoto, J.",1
"Tokita, D.",1
"Farver, C. F.",1
"Tarpey, M. M.",1
"Billiar, Timothy R.",2
"McCurry, K. R.",1
"Parastatidis, Ioannis",1
"Thomson, Leonor",1
"Ischiropoulos, Harry",1
"Tigdi, Jayesh",1
"Si, Xiaoe",1
"Dumpit, Carlo",1
"Charles, Steffany",1
"Moraes, Theo J.",1
"Chava, Koteswara Rao",2
"Smith, Monica",1
"Gianaris, Nicholas",1
"Dietrich, Alexander",1
"Birnbaumer, Lutz",1
"Miyashita, Hiroki",1
"Watanabe, Tatsuaki",1
"Hayashi, Hideki",1
"Suzuki, Yasuhiro",1
"Nakamura, Takanobu",1
"Ito, Soichi",1
"Ono, Manabu",1
"Hoshikawa, Yasushi",1
"Okada, Yoshinori",1
"Kondo, Takashi",1
"Sato, Yasufumi",1
"Maeda, Sumiko",1
"Takahashi, Satomi",1
"Sato, Masami",1
"Mikkelsen, Mark E.",1
"Shah, Chirag V.",1
"Lanken, Paul N.",1
"Bellamy, Scarlett L.",1
"Localio, A. Russell",1
"Albelda, Steven M.",1
"Wang, Jianqiang",1
"Jing, Liang",1
"Witte, Esther",1
"Stark, Stefanie",1
"White, Laura E.",1
"Cui, Yan",1
"Shelak, Carolyn M. Feltes",1
"Lie, Mihaela L.",1
"Hassoun, Heitham T.",1
"Qiu, Zheng",1
"Hu, Jialiang",1
"Wilhelmsen, Kevin",1
"Mesa, Kailin R.",1
"Prakash, Arun",1
"Xu, Fengyun",1
"Hellman, Judith",1
"Anjum, Fatima",1
"Joshi, Keval",1
"Grinkina, Natalia",1
"Gowda, Satish",1
"Cutaia, Michael",1
"Wadgaonkar, Raj",1
"Bhattacharya, Mallar",2
"Su, George",2
"Su, X.",1
"Oses-Prieto, J. A.",1
"Li, John T.",2
"Huang, X.",1
"Hernandez, H.",1
"Atakilit, Amha",2
"Burlingame, A. L.",1
"Sheppard, Dean",2
"Carnesecchi, Stephanie",1
"Pache, Jean-Claude",1
"Barazzone-Argiroffo, Constance",1
"Curtis, Brian R.",1
"Ellison, Michael A.",1
"Ambruso, Daniel R.",1
"Wei, Zhifeng",1
"Yang, Jian",1
"Xia, Yu-Feng",1
"Huang, Wen-Zhe",1
"Wang, Zheng-Tao",1
"Dai, Yue",1
"Westphalen, Kristin",1
"Monma, Eiji",1
"Cao, Jian-Ping",1
"He, Xing-Ying",1
"Xu, Hai-Tao",1
"Zou, Zui",1
"Shi, Xue-Yin",1
"Emin, Memet T.",1
"Sun, Li",1
"Rahman, Milladur",2
"Roller, Jonas",1
"Zhang, Su",2
"Syk, Ingvar",1
"Menger, Michael D.",1
"Jeppsson, Bengt",2
"Thorlacius, Henrik",2
"Saeed, Ali Imran",1
"Rieder, Sadiye Amcaoglu",1
"Price, Robert L.",1
"Barker, James",1
"Nagarkatti, Prakash",1
"Nagarkatti, Mitzi",1
"Almutairy, Eid A.",1
"Shah, Nirav G.",2
"He, Ju-ren",1
"Puche, Adam C.",1
"Shapiro, Paul",2
"Singh, Ishwar S.",2
"Umapathy, Nagavedi Siddaramappa",1
"Fulzele, Sadanand",1
"Bercovitz, R. S.",1
"Land, K. J.",1
"Berry, T. H.",1
"Poroyko, Valery",2
"Dixon, James T.",1
"Gozal, Evelyne",1
"Roberts, Andrew M.",1
"Dreymueller, Daniela",1
"Martin, Christian",1
"Kogel, Tanja",1
"Pruessmeyer, Jessica",1
"Hess, Franz M.",1
"Horiuchi, Keisuke",1
"Ludwig, Andreas",1
"Sahu, Geetaram",1
"Lin, Chia-Chih",1
"Hsieh, Nan-Kuang",1
"Liou, Huey Ling",1
"Chen, Hsing I.",1
"Yakubov, Bakhtiyor",1
"Saffarzadeh, Mona",1
"Juenemann, Christiane",1
"Queisser, Markus A.",1
"Lochnit, Guenter",1
"Galuska, Sebastian P.",1
"Preissner, Klaus T.",1
"Gorbunov, Nikolai V.",1
"Atkins, James L.",1
"Gurusamy, Narasimman",1
"Pitt, Bruce R.",2
"Wagner, Matthew C.",1
"Yeligar, Samantha M.",1
"Brown, Lou Ann",1
"Michael Hart, C.",1
"Konter, Jason M.",1
"Parker, Jennifer L.",1
"Baez, Elizabeth",1
"Li, Stephanie Z.",1
"Ranscht, Barbara",1
"Denzel, Martin",1
"Little, Frederic F.",1
"Nakamura, Kazuto",1
"Ouchi, Noriyuki",1
"Fine, Alan",1
"Summer, Ross S.",1
"Aso, Hiromichi",1
"Ito, Satoru",1
"Mori, Akemi",1
"Morioka, Masataka",1
"Suganuma, Nobukazu",1
"Kondo, Masashi",1
"Imaizumi, Kazuyoshi",1
"Leoni, Thomas",1
"Valignat, Marie-Pierre",1
"Lellouch, Annemarie",1
"Dumenil, Guillaume",1
"Goldblum, Simeon E.",1
"Wu, Nanyan",1
"Zhu, Jieling",1
"Shieh, Jennifer E.",1
"Li, Elizabeth",1
"Chen, Robert",1
"Sun, Stephen",1
"Su, Cynthia P.",1
"Pappas, Claudia",1
"Houser, Katherine V.",1
"Zhong, Weiming",1
"Wadford, Debra A.",1
"Katz, Jacqueline M.",1
"Zhang, Lisheng",1
"Li, Tao",1
"Yu, Donna",1
"Forman, Barry M.",1
"Huang, Wendong",1
"Zhang, Songen",1
"Wang, Yongzhi",1
"Herwald, Heiko",1
Hu Guo-dong,1
Chen Ying-hua,1
Zhang Lu,1
Tong Wan-cheng,1
Cheng Yuan-xiong,1
Luo Ya-ling,1
Cai Shao-xi,1
Zhang Lin,1
"Chen, Yu",1
"Junger, Wolfgang",1
"Sakhatskyy, Pavlo",1
"Grinnell, Katie",1
