Author,Citations
"Zhang, Wang",49
"Hu, Xiaotong",49
"Pastukh, Viktoriya",14
"White, Roderica",14
"Li, Hongbin",36
"Shi, Huijuan",36
"Ma, Ning",36
"Zi, Panpan",36
"Liu, Qilong",36
"Sun, Rongqing",36
"Mitra, Srabani",87
"Exline, Matthew",54
"Habyarimana, Fabien",54
"Gavrilin, Mikhail A.",54
"Baker, Paul J.",54
"Masters, Seth L.",54
"Wewers, Mark D.",87
"Sarkar, Anasuya",87
"Ma, Wenli",152
"Ceco, Ermelinda",66
"Harbeck, Mark",29
"Singleton, Patrick A.",91
"Messana, Joe",62
"Otulakowski, Gail",5
"Engelberts, Doreen",5
"Post, Martin",5
"Masterson, Claire",5
"Kavanagh, Brian P.",5
"Alvira, Cristina M.",12
"Shah, Trushil",26
"Qin, Shanshan",26
"Vashi, Mona",26
"Predescu, Dan N.",33
"Jeganathan, Niranjan",26
"Bardita, Cristina",33
"Ganesh, Balaji",26
"diBartolo, Salvatore",26
"Fogg, Louis F.",26
"Balk, Robert A.",26
"Predescu, Sanda A.",73
"Li, Xueyi",28
"Yu, Yanfang",78
"Haigh, Stephen",37
"Bordan, Zsuzsanna",28
"Weintraub, Daniel",28
"Rudic, Radu Daniel",28
"Chakraborty, Trinad",139
"Barman, Scott A.",28
"Lucas, Rudolf",227
"Stepp, David W.",28
"Geng, P.",10
"Ma, T.",10
"Xing, J.",10
"Jiang, L.",10
"Sun, H.",10
"Zhu, B.",10
"Zhang, H.",10
"Xiao, H.",10
"Zhang, J.",10
"Song, Nianping",16
"Li, Pei",16
"Jiang, Yuting",16
"Sun, Hong",16
"Cui, Jing",16
"Zhao, Guangyu",16
"Li, Dan",16
"Chen, Yuehong",16
"Gao, Jimin",16
"Sun, Shihui",16
"Zhou, Yusen",16
"Zhang, Xiaolong",17
"Zhuang, Rong",17
"Wu, Haiya",17
"Chen, Jie",17
"Wang, Fangyan",17
"Li, Guoping",17
"Wu, Chengyun",17
"Soni, Dheeraj",17
"Wang, Dong-Mei",17
"Regmi, Sushil C.",17
"Mittal, Manish",109
"Schlueter, Dirk",17
"Tiruppathi, Chinnaswamy",41
"Yang, Jianxin",20
"Ruan, Feng",20
"Zheng, Zhongjun",20
"Huang, Weichen",51
"Peng, Jingwen",51
"Kellner, Manuela",54
"Noonepalle, Satish Kumar",62
"Kumar, Sanjiv",163
"Gonzalez-Garay, Manuel",54
"Klinger, Christina",54
"Gottlieb, Eric",46
"Tchourbanov, Alex Y.",12
"Danilov, Sergei M.",12
"Zhou, Tong",144
"Lu, Hui-Lun",61
"Huang, Xin-Yan",61
"Luo, Yi-Feng",61
"Tan, Wei-Ping",61
"Chen, Pei-Fen",61
"Guo, Yu-Biao",61
"Huertas, Alice",106
"Guignabert, Christophe",92
"Barbera, Joan A.",92
"Baertsch, Peter",92
"Bhattacharya, Sunita",106
"Bonsignore, Maria R.",92
"Dewachter, Laurence",92
Anh Tuan Dinh-Xuan,92
"Dorfmuller, Peter",92
"Gladwin, Mark T.",156
"Humbert, Marc",92
"Kotsimbos, Tom",92
"Vassilakopoulos, Theodoros",92
"Savale, Laurent",92
"Testa, Ugo",92
"Wilkins, Martin R.",92
"Wu, Dongdong",27
"Wang, Yanan",27
"Zhang, Heng",27
"Du, Minghua",27
"Li, Tanshi",27
"Li, Juanjuan",59
"Chen, Qian",86
"He, Xinhai",59
"Alam, Azeem",59
"Dimitropoulou, Christiana",132
"Gutbier, Birgitt",37
"Schoenrock, Stefanie M.",14
"Ehrler, Carolin",37
"Haberberger, Rainer",14
"Dietert, Kristina",37
"Gruber, Achim D.",37
"Kummer, Wolfgang",14
"Michalick, Laura",14
"Hocke, Andreas C.",14
"Szymanski, Kolja",14
"Lueth, Anja",14
"Schumacher, Fabian",14
"Kleuser, Burkhard",14
"Mitchell, Timothy J.",37
"Bertrams, Wilhelm",14
"Schmeck, Bernd",14
"Treue, Denise",14
"Klauschen, Frederick",14
"Bauer, Torsten T.",14
"Toennies, Mario",14
"Weissmann, Norbert",143
"Hippenstiel, Stefan",55
"Suttorp, Norbert",37
"Witzenrath, Martin",66
"Jayne, Jordanna G.",19
"Bensman, Timothy J.",19
"Schaal, Justin B.",19
"Park, A. Young J.",19
"Kimura, Elza",19
"Tran, Dat",19
"Selsted, Michael E.",19
"Beringer, Paul M.",19
"Kaziani, Katerina",3
"Athanasiou, Chariclea",3
"Korovesi, Ioanna",3
"Glynos, Konstantinos",3
"Lam, Fong W.",34
"Da, Qi",34
"Guillory, Bobby",34
"Cruz, Miguel A.",34
"Liu, Wensheng",26
"Liu, Kaizhong",26
"Shan, Lihong",26
"Tang, Jiangfeng",26
"Xu, Hai-Xiao",32
"Li, Jiankui",107
"Ma, Xiao-Hong",32
"Lv, Jiawen",15
"Zeng, Junchao",15
"Guo, Fukun",15
"Li, Yiran",15
"Xu, Mengying",15
"Cheng, Yuanxiong",15
"Cai, Shaoxi",15
"Chen, Yinghua",15
"Zheng, Yi",167
"Hu, Guodong",15
"Bruhn, Peter J.",4
"Nikolian, Vahagn C.",4
"Halaweish, Ihab",4
"Chang, Zhigang",4
"Sillesen, Martin",4
"Ji, Yunxia",21
"Zhang, Guanghua",21
"Zhu, Haibo",10
"Li, Defang",21
"Yang, Chin-Yao",61
"Chen, Chien-Sheng",61
"Yiang, Giou-Teng",61
"Cheng, Yeung-Leung",61
"Yong, Su-Boon",61
"Wu, Meng-Yu",61
"Li, Chia-Jung",61
"Bao, Suhong",21
"Wang, Fang",21
"Deng, Xiaoming",32
"Shaver, Ciara M.",109
"Wickersham, Nancy",23
"McNeil, J. Brennan",23
"Nagata, Hiromasa",23
"Miller, Adam",23
"Landstreet, Stuart R.",23
"Kuck, Jamie L.",47
"Diamond, Joshua M.",23
"Lederer, David J.",23
"Kawut, Steven M.",23
"Palmer, Scott M.",23
"Wille, Keith M.",23
"Weinacker, Ann",23
"Lama, Vibha N.",23
"Crespo, Maria M.",23
"Orens, Jonathan B.",23
"Shah, Pali D.",23
"Hage, Chadi A.",23
"Cantu, Edward, III",23
"Porteous, Mary K.",23
"Dhillon, Gundeep",23
"McDyer, John",23
"Christie, Jason D.",110
"Oskolkova, Olga",55
"Gawlak, Grzegorz",60
"Meng, Fanyong",166
"Brenner, Jacob S.",52
"Kiseleva, Raisa Yu.",8
"Parhiz, Hamideh",8
"Greineder, Colin F.",177
"Hood, Elizabeth D.",143
"Shuvaev, Vladimir V.",42
"Cao, Zheng",5
"Liu, Jing-Lan",5
"Wu, Shen",5
"Wang, Qiao",5
"Chai, Dongdong",57
"Xi, SiWei",42
"Cheng, YanYong",42
"Jiang, Hong",57
"Hu, Rong",57
"Chen, Lan",38
"Chen, Xuxin",34
"Zhang, Yinliang",34
"Wang, Wenjing",34
"Liu, Zhenqian",34
"Meng, Jiguang",34
"Han, Zhihai",34
"Dong, Weijie",63
"He, Binfeng",63
"Qian, Hang",63
"Liu, Qian",63
"Wei, Zhenghua",63
"Wang, Zi",63
"Xu, Zhi",63
"Wu, Guangyu",93
"Qian, Guisheng",83
"Wang, Guansong",93
"Fang, Wei",2
"Xia, Lin",2
"Sun, Xiaoxia",2
"Cai, Shixia",32
"Bai, Suwen",2
"Sun, Yunbo",2
"Zhou, Peihong",2
"Liu, Xin",2
"Zhao, Ren",2
"Shen, Bing",2
"Gao, Peiyang",14
"Zhao, Ziyi",14
"Zhang, Chuantao",14
"Wang, Chunxia",14
"Long, Kunlan",14
"Guo, Liuxue",14
"Li, Baixue",14
"Vang, Alexander",17
"He, Binchan",6
"Geng, Shen",21
"Zhou, Wei",21
"Rui, Yuwen",6
"Mu, Xianmin",6
"Zhang, Chen",6
"You, Qiang",6
"Lu, Xiao-Mei",0
"Ma, Ling",0
"Yu, Yan-Qiu",0
"Wu, Lei",25
"Jin, Shanzi",25
"Zhang, Jun",67
"Wang, Aiping",25
"Morsing, K. S. H.",13
"Peters, A. L.",13
"Rigonato-Oliveira, Nicole Cristine",17
"MacKenzie, BreAnne",17
"Lacerda Bachi, Andre Luis",17
"Oliveira-Junior, Manoel Carneiro",17
"Santos-Dias, Alana",17
"Rodrigues Brandao-Rangel, Maysa Alves",17
"Delle, Humberto",17
"Costa-Guimaraes, Tamara",17
"Damaceno-Rodrigues, Nilsa Regina",17
"Dulley, Larissa Hilario",17
"Benetti, Marcela Anhesini",17
"Malfitano, Christiane",17
"de Angelis, Katia",17
"Albertini, Regiane",17
"Ligeiro Oliveira, Ana Paula",17
"Abbasi, Asghar",17
"Northoff, Hinnak",17
"Vieira, Rodolfo Paula",17
"Shao, Ping",2
"Zhu, Jinyuan",2
"Ding, Huan",2
"Zhou, Wenjie",9
"Zhou, Wenyan",2
"Liu, Qinfu",9
"Li, Yuangui",2
"Wang, Linlin",9
"Ji, Shimeng",9
"Wang, Ningfang",9
"Tong, Lin",9
"Bi, Jing",9
"Hu, Jie",9
"Chen, Xiaofeng",9
"Sieve, Irina",103
"Muenster-Kuehnel, Anja K.",103
"Hilfiker-Kleiner, Denise",103
"Ye, Le Chi",56
"Wu, Zhenzhou",56
"Huang, Haidi",11
"Zhou, Hua-Song",20
"Li, Meng",20
"Sui, Bing-Dong",20
"Wei, Lei",20
"Hou, Rui",20
"Chen, Wen-Sheng",20
"Bi, Sheng-Hui",20
"Zhang, Jin-Zhou",20
"Yi, Ding-Hua",20
"Shi, Guocui",7
"Ma, Shenmao",7
"Gu, Wei",39
"Yao, Lun",39
"Li, Lexing",39
"Zhang, Jianping",39
"Place, Aaron T.",39
"Liu, Guoquan",39
"Meyer, Nuala J.",164
"Reilly, John P.",112
"Feng, Rui",35
"Hazen, Stanley L.",35
"Albert, Carolyn J.",35
"Franke, Jacob D.",35
"Hartman, Celine L.",35
"McHowat, Jane",35
"Mundy, Miles",29
"Chambers, Eboni",75
"Newton, Julie",128
"Borgas, Diana",75
"Yao, Hongwei",29
"Basak, Rajshekhar",29
"Oldham, Mahogany",29
"Zhang, Chunrong",42
"Wang, Xuefeng",16
"Song, Shunde",16
"Hu, Zhengqiang",16
"Zhang, Zhewen",16
"Li, Yajun",16
"Yan, Chunguang",16
"Li, Zigang",16
"Jiang, Xiaohui",23
"Lienau, Jasmin",23
"Van Slyke, Paul",23
"Kim, Harold",23
"Hoang, Van C.",23
"Maynes, Jason T.",23
"Dumont, Daniel J.",91
"Kasuda, Shogo",3
"Kudo, Risa",3
"Yuui, Katsuya",3
"Sakurai, Yoshihiko",3
"Hatake, Katsuhiko",3
"Silliman, Christopher C.",103
"Kelher, Marguerite R.",73
"Khan, Samina Y.",60
"West, F. Bernadette",12
"McLaughlin, Nathan J. D.",48
"Elzi, David J.",28
"England, Kelly",12
"Bjornsen, Jason",12
"Kuldanek, Susan A.",12
"Banerjee, Anirban",77
"Yeh, Li-Chun",18
"Huang, Ping-Wun",18
"Hsieh, Kuan-Hsian",18
"Wang, Chung-Hsuan",18
"Kao, Yi-Kai",18
"Lin, Tzu-Hsiang",18
"Lee, Xiao-Lun",18
"Zhang, Shujing",29
"Wu, Ying",29
"Xuan, Zinan",29
"Chen, Xiaoming",1
"Zhang, Junjie",1
"Ge, Dongyu",1
"Wang, Xudan",29
"Suzuki, Toshio",144
"Tada, Yuji",100
"Gladson, Santhi",80
"Nishimura, Rintaro",144
"Shimomura, Iwao",80
"Karasawa, Satoshi",80
"West, James",100
"Chenevier-Gobeaux, Camille",12
"Parmentier, Erika",44
"Delobel, Jean-Edouard",12
"Dubucquoi, Sylvain",12
"Zhang, Fangming",42
"Yang, Weng-Lang",42
"Zhang, Minlong",48
"Yan, Xue",11
"Sun, Ruilin",23
"Xie, Yonghong",11
"Wang, Hualing",42
"Zheng, Ruiqiang",42
"Chen, Qihong",238
"Shao, Jun",42
"Yu, Jiangquan",42
"Zielinska, Karolina A.",8
"de Cauwer, Lode",8
"Knoops, Sofie",8
"Van der Molen, Kristof",8
"Sneyers, Alexander",8
"Thommis, Jonathan",8
"De Souza, J. Brian",8
"Opdenakker, Ghislain",26
"De Bosscher, Karolien",8
"Van den Steen, Philippe E.",26
"Lv, Xin",42
"Wen, Tao",42
"Song, Jiong",42
"Xie, Dong",42
"Wu, Liang",42
"Jiang, Xuemei",42
"Jiang, Ping",42
"Wen, Zongmei",42
"Bihari, Shailesh",16
"Dixon, Dani-Louise",16
"Lawrence, Mark D.",16
"De Bellis, Dylan",16
"Bonder, Claudine S.",16
"Dimasi, David P.",16
"Bersten, Andrew D.",16
"Andreasson, Katrin",37
"Manitsopoulos, Nikolaos",25
"Kardara, Matina",43
"Maniatis, Nikolaos A.",43
"Wu, Zhiyong",67
"Chang, Jinxing",67
"Ren, Wei",67
"Hu, Zhipeng",32
"Li, Bowen",67
"Liu, Huagang",67
"Barnthaler, Thomas",27
"Maric, Jovana",27
"Platzer, Wolfgang",43
"Konya, Viktoria",43
"Theiler, Anna",43
"Hasenohrl, Carina",27
"Gottschalk, Benjamin",27
"Trautmann, Sandra",27
"Schreiber, Yannick",27
"Graier, Wolfgang F.",27
"Schicho, Rudolf",27
"Marsche, Gunther",43
"Olschewski, Andrea",43
"Thomas, Dominique",27
"Schuligoi, Rufina",43
"Heinemann, Akos",43
"Laffey, John G.",180
"Lockyer, Pamela",25
"Li, Luge",25
"Yu-Lee, Li-Yuan",25
"Eissa, N. Tony",25
"Patterson, Cam",25
"Rho, Seung-Sik",67
"Ando, Koji",67
"Fukuhara, Shigetomo",67
"Czikora, Istvan",52
"Alli, Abdel A.",30
"Sridhar, Supriya",87
"Pillich, Helena",39
"Hudel, Martina",30
"Berisha, Besim",30
"Romero, Maritza J.",52
"Gonzales, Joyce N.",67
"Eaton, Douglas C.",30
"Zebda, Noureddine",32
"Afonyushkin, Taras",32
"Wang, Ji Ming",32
"Khoy, Kathy",14
Minh Vu Chuong Nguyen,14
"Masson, Dominique",14
"Bardy, Beatrice",14
"Drouet, Christian",14
"Paclet, Marie-Helene",14
"Lee, Yann-Leei",24
"Obiako, Boniface",55
"Gorodnya, Olena M.",72
"Ruchko, Mykhaylo V.",72
"Pastukh, Viktor M.",72
"Wilson, Glenn L.",24
"Simmons, Jon D.",24
"Gillespie, Mark N.",72
"Sun, Hua-Dong",16
"Liu, Yong-Jun",16
"Chen, Juan",16
"Chen, Min-Ying",16
"Ouyang, Bin",16
"Guan, Xiang-Dong",16
"Svedova, Julia",10
"Menoret, Antoine",10
"Mittal, Payal",10
"Ryan, Joseph M.",10
"Buturla, James A.",10
"Vella, Anthony T.",10
"Tang, Xiao-Dan",121
"Shi, Lin",121
"Monsel, Antoine",121
"Li, Xiang-Yang",121
"Zhu, Hui-Li",121
"Zhu, Ying-Gang",121
"Qu, Jie-Ming",121
"Shah, Alok S.",42
"Seo, Jeongyun",89
"Conegliano, David",89
"Farrell, Megan",12
"Cho, Minseon",12
"Ding, Xueting",12
"Seykora, Thomas",12
"Qing, Danielle Y.",89
"Huh, Dongeun",89
"Ourradi, Khadija",27
"Blythe, Thomas",27
"Jarrett, Caroline",27
"Barratt, Shaney L.",27
"Welsh, Gavin I.",27
"Millar, Ann B.",27
"Yu, Huang",15
"Qing, He",15
"Cai, Xin",16
"Dai, Feifeng",59
"Oliveira, Suellen D. S.",33
"Castellon, Maricela",58
"Bonini, Marcelo G.",73
"Gu, Xiaowu",33
"Elliott, Michael H.",33
"Ju, Zhihai",48
"Ma, Jinhui",48
"Qiao, Yeru",48
"Hei, Feilong",48
"Chen, F.",9
"Wang, Y.",41
"Zhi, W. B.",9
"Kumar, S.",9
"Doulias, P. T.",9
"She, J. X.",9
"Hayashi, Kentaro",1
"Yoshida, Hiroshi",1
"Sato, Yuko",1
"Tobiume, Minoru",1
"Suzuki, Yoshio",1
"Ariyoshi, Koya",1
"Hasegawa, Hideki",1
"Nakajima, Noriko",1
"Huang, Ru-Ting",42
"Oh, Myung-Jin",42
"Krause, Matthew",42
"Lloyd, Joyce A.",42
"Nigdelioglu, Recep",42
"Hamanaka, Robert B.",42
"Jain, Mukesh K.",42
"Kress, John P.",42
"Mutlu, Gokhan M.",120
"Palumbo, Sunmi",27
"Shin, Yoon-Joo",27
"Ahmad, Kareem",27
"Mohamed, Mohamed",27
"Knox, Adam",27
"Colson, Brett A.",27
"Hecker, Louise",27
"Yu, Yang",44
"Jing, Lihong",44
"Zhang, Xiangyu",44
"Zhao, Dongmei",18
"Li, Xiaoxia",18
"Liu, Baoyan",18
"Brinley, Brittany N.",15
"Wang, Lei",33
"Kang, Qiuxiang",22
"Zhang, Xu",22
"Yu, Guifang",22
"Wan, Xiaojian",22
"Wang, Jiafeng",22
"Zhu, Keming",22
"Fang, Yue",63
"Gao, Fengying",155
"Hao, Jing",101
"Liu, Zhenwei",190
"Frantzeskaki, Frantzeska",156
"Armaganidis, Apostolos",188
"Hagiwara, Teruki",2
"Yoshida, Shigeru",2
"Hidaka, Yuji",2
"Huang, Zhi-Wei",22
"Liu, Ning",22
"Li, Dong",22
"Zhang, Hai-Yan",22
"Wang, Ying",54
"Zhang, Le-Ling",22
"Ju, Xiu-Li",22
"Sharma, Shruti",84
"Hou, Yali",8
"Dasarathy, Sridevi",8
"Qu, Ning",8
"Reddy, Vijay",8
"Lee, Sung Gon",8
"Wang, Xiao-Juan",29
"Hu, Jing-Bo",29
"Xu, Xiao-Ling",29
"Ying, Xiao-Ying",29
"Wang, Zhiwei",18
"Ruan, Yongle",8
"Simonsen, U.",22
"Wandall-Frostholm, C.",22
"Olivan-Viguera, A.",22
"Kohler, R.",22
"Suresh, Karthik",91
"Servinsky, Laura E.",127
"Reyes, Jose",91
"Undem, Clark",91
"Zaldumbide, Joel",19
"Rentsendorj, Otgonchimeg",55
"Modekurty, Sruti",19
"Dodd-o, Jeffrey M.",19
"Scott, Alan L.",36
"Pearse, David B.",127
"Shimoda, Larissa A.",126
"Tsangaris, Iraklis",14
"Tsantes, Argirios",14
"Vrigkou, Eleni",14
"Kopterides, Petros",14
"Pelekanou, Aimilia",14
"Zerva, Katerina",14
"Antonakos, George",14
"Konstantonis, Dimitrios",14
"Mavrou, Irini",14
"Tsaknis, Georgios",14
"Kyriazopoulou, Evdoxia",14
"Mouktaroudi, Maria",14
"Kokori, Styliani",14
"Giamarellos-Bourboulis, Evangelos J.",14
"Wang, Lefeng",73
"Mehta, Sanjay",199
"Brock, Michael",15
"Gill, Sean E.",173
"Wu, Z.",11
"Wang, Z.",11
"Xu, P.",11
"Zhang, M.",11
"Cheng, L.",11
"Gong, B.",11
Xi Xin,7
Liu Yan,7
Zhu Guangfa,7
Huang Yan,7
Li Keng,7
Wu Chunting,7
"Zhan, Jia",0
"Xiao, Fei",0
"Zheng, Fei",0
"Yuan, Qinghong",0
"Chen, Kai",0
"Wang, Yanlin",43
"Zhang, Zongze",0
"Kim, Kyung-mi",53
"Liu, Huiying",7
"Zhang, Zili",7
"Li, Puyuan",7
"Yuan, Xin",7
"Zheng, Jing",7
"Liu, Jinwen",7
"Bai, Changqing",7
"Niu, Wenkai",7
"Elangovan, Venkateswaran Ramamoorthi",127
"Adyshev, Djanybek M.",125
"Gamboni, Fabia",13
"Anderson, Cameron",13
"Sun, Xiangjie",28
"Zeng, Hui",101
"Kumar, Amrita",28
"Belser, Jessica A.",101
"Maines, Taronna R.",28
"Tumpey, Terrence M.",101
"Zhang, Yun-Pei",24
"Pan, Chun-Shui",24
"Yan, Li",24
"Liu, Yu-Ying",24
"Hu, Bai-He",24
"Chang, Xin",24
"Huang, Dan-Dan",24
"Sun, Hao-Yu",24
"Fu, Ge",24
"Sun, Kai",68
"Fan, Jing-Yu",24
"Han, Jingyan",64
"Zhang, Yanlin",25
"Guan, Li",25
"Zhao, Zanmei",25
"Mao, Lijun",25
"Li, Shuqiang",25
"Zhao, Jinyuan",25
"Tian, Xinyong",93
"Citi, Sandra",16
"Huang, Xiaogin",19
"Change, Mengling",19
"Tang, Jiajun",19
"Huang, Jingning",19
"Shigematsu, Misako",21
"Koga, Tomoaki",21
"Ishimori, Ayako",21
"Saeki, Kazuko",21
"Ishii, Yumiko",21
"Taketomi, Yoshitaka",21
"Ohba, Mai",21
"Jo-Watanabe, Airi",21
"Okuno, Toshiaki",21
"Harada, Norihiro",21
"Harayama, Takeshi",21
"Shindou, Hideo",21
"Li, Jian-Dong",21
"Murakami, Makoto",21
"Hoka, Sumio",21
"Yokomizo, Takehiko",21
"Cheng, Yi",9
"Jin, Mu",9
"Dong, Xiuhua",9
"Sun, Lizhong",9
"Wang, Rong",9
"Yang, Yanwei",9
"Lin, Peirong",9
"Hou, Siyu",9
"Ma, Yuehua",9
"Wang, Yuefeng",9
"Pan, Xudong",9
"Lu, Jiakai",9
"Cheng, Weiping",9
"Kono, Mari",14
"Saigo, Katsuyasu",14
"Yamamoto, Shiori",14
"Shirai, Kohei",14
"Iwamoto, Shuta",14
"Uematsu, Tomoko",14
"Takahashi, Takayuki",14
"Imoto, Shion",14
"Hashimoto, Makoto",14
"Minami, Yosuke",14
"Wada, Atsushi",14
"Takenokuchi, Mariko",14
"Kawano, Seiji",14
"Viswanathan, P.",5
"Ephstein, Y.",5
"Cho, Myoung Rae",5
"Wang, Lipeng",75
"Kong, Guiqing",122
"Xu, Haixiao",75
"Hao, Dong",32
"Wang, Tao",32
"Han, Shasha",75
"Han, Chunlei",32
"Sun, Yeying",32
"Zhou, Guoqi",57
"Xia, Jing",57
"Zhong, Xi",57
"Pu, Shenglan",57
"Yang, Jie",124
"Zhao, Yanfeng",86
"Li, Yuehua",215
"Yang, Yong",86
"Zhu, Junjie",86
"Song, Xiao",86
"Jiang, Gening",86
"Ma, Jianbo",27
"Ning, Jiaoling",27
"Wu, Lingzhi",27
"Ma, Daqing",27
"Dinu, Daniela",9
"Chu, Chun",9
"Veith, Alex",9
"Lingappan, Krithika",9
"Couroucli, Xanthi",9
"Jefcoate, Colin R.",9
"Sheibani, Nader",9
"Moorthy, Bhagavatula",9
"Weijers, Ester M.",46
"Amerongen, Geerten P. van Nieuw",134
"Alexander, William B.",21
"Smrcka, Alan V.",21
"Liu, Zhi-feng",34
"Zheng, Dong",34
"Fan, Guo-chang",34
"Peng, Tianqing",34
"Zhu, Xuejiao",11
"Bocharov, Alexander V.",24
"Wu, Tinghuai",164
"Baranova, Irina N.",24
"Sviridov, Denis",24
"Vishnyakova, Tatyana G.",24
"Remaley, Alan T.",24
"Eggerman, Thomas L.",24
"Patterson, Amy P.",24
"Sun, Ting",43
"Zhu, Weiwei",43
"Ma, Mingming",90
"Miyashita, Tomoharu",33
"Ahmed, Ali Karim",33
"Nakanuma, Shinichi",33
"Okamoto, Koichi",33
"Sakai, Seisho",33
"Kinoshita, Jun",33
"Makino, Isamu",33
"Nakamura, Keishi",33
"Hayashi, Hironori",33
"Oyama, Katsunobu",33
"Tajima, Hidehiro",33
"Takamura, Hiroyuki",33
"Ninomiya, Itasu",33
"Fushida, Sachio",33
"Harmon, John W.",33
"Ohta, Tetsuo",33
"Yu, Jinyan",32
"Ma, Zhongsen",32
"Ma, Mengshi",32
"Fu, Jian",32
"Linge, Helena M.",11
"Ochani, Kanta",11
"Lin, Ke",11
"Jiang, Ge",13
"Zhang, Xuchen",47
"Duong, Huetran",57
"Boni, Geraldine",9
"Sekine, Ayumi",64
"Urushibara, Takashi",64
"Kato, Fumiaki",20
"Kinoshita, Taku",20
"Ikari, Jun",20
"Wang, Guanyu",23
"Zhang, Jingwen",66
"Xu, Caiming",51
"Han, Xiao",51
"Gao, Yanyan",38
"Li, Jun-Tang",9
"Wang, Wei-Qi",9
"Wang, Ling",41
"Liu, Ning-Ning",9
"Zhao, Ya-Li",9
"Zhu, Xiao-Shan",9
"Liu, Qin-Qin",9
"Gao, Chun-Fang",9
"Yang, An-Gang",9
"Jia, Lin-Tao",9
"Wu, Ting",15
"Shi, Jia-Xin",15
"Rivera, Stephanie",46
"Millar, Fraser R.",127
"Toshner, Mark R.",127
"White, Hilary A.",9
"Chen, Bernadette",9
"Dou, Yi",21
"Xu, Xiuping",102
"He, Hongli",88
"Liu, Songqiao",102
"Liu, Ling",153
"Cai, Yuqi",59
"Bolte, Craig",59
"Le, Tien",59
"Goda, Chinmayee",59
"Xu, Yan",59
"Cai, Lei",44
"Cho, Jaehyung",245
"Albertine, Kurt H.",44
"Schraufnagel, Dean E.",215
"Ghosh, Chandra C.",68
"Zhang, Ruyang",68
"Berghelli, Anthony",68
"Milam, Katelyn",68
"Higgins, Sarah J.",68
"Hunter, Jon",68
"Mukherjee, Aditi",68
"Wei, Yongyue",68
"Tran, Mei",68
"Suber, Freeman",68
"Kobzik, Lester",68
"Kain, Kevin C.",68
"Lu, Shulin",68
"Santel, Ansgar",68
"Yano, Kiichiro",68
"Guha, Prajna",68
"Christiani, David C.",68
"Parikh, Samir M.",132
"Wang, Yuxi",43
"Li, Jian",28
"Hashimoto, Kohei",24
"Kim, Hyunhee",24
"Oishi, Hisashi",24
"Chen, Manyin",24
"Iskender, Ilker",24
"Sakamoto, Jin",24
"Ohsumi, Akihiro",24
"Guan, Zehong",24
"Hwang, David",24
"Waddell, Thomas K.",24
"Cypel, Marcelo",24
"Keshavjee, Shaf",24
"Yang, Ce",11
"Jiang, Jianxin",11
"Yang, Xuetao",11
"Wang, Haiyan",11
"Du, Juan",11
"Dora, Kim A.",8
"Stanley, Christopher P.",8
"Al Jaaly, Emad",8
"Fiorentino, Francesca",8
"Ascione, Raimondo",8
"Reeves, Barnaby C.",8
"Angelini, Gianni D.",8
"Heffernan, Daithi S.",57
"Rajput, Charu",52
"Farazuddin, Mohammad",52
"Yazbeck, Pascal",214
"Avin, Vijay B. R.",37
"Sharma, Tiffany",68
"Sugiyama, Michael G.",65
"Gamage, Asela",133
"Zyla, Roman",48
"Armstrong, Susan M.",150
"Advani, Suzanne",65
"Advani, Andrew",65
"Wang, Changsen",150
"Lee, Warren L.",150
"Tang, Min",20
"Chen, Lin",20
"Li, Bo",36
"Wang, Yaxin",20
"Li, Shengnan",20
"Wen, Aiqing",20
"Yao, Shanglong",20
"Shang, You",20
"Preira, Pascal",33
"Forel, Jean-Marie",33
"Robert, Philippe",33
"Negre, Paulin",26
"Biarnes-Pelicot, Martine",26
"Xeridat, Francois",26
"Bongrand, Pierre",33
"Papazian, Laurent",33
"Theodoly, Olivier",33
"Ben-Mahdi, Meriem H.",14
"Dang, Pham My-Chan",14
"Gougerot-Pocidalo, Marie-Anne",14
"O'Dowd, Yvonne",14
"El-Benna, Jamel",14
"Pasquier, Catherine",14
"Sun, Chaode",13
"Usatyuk, Peter V.",131
"Guo, Changrun",14
"Buie, Joy N. Jones",14
"Argraves, Kelley",14
"Zingarelli, Basilia",14
"Zhang, Xian",14
"Wang, Liping",14
"Liang, Xingsi",16
"Zhang, Bin",16
"Chen, Quan",16
"Zhang, Jing",16
"Lei, Biao",16
"Wei, Yangchao",16
"Zhai, Run",16
"Liang, Zhiqing",16
"He, Songqing",16
"Tang, Bo",16
"Shao, Min",15
"Tang, Song-Tao",15
"Liu, Bao",15
"Zhu, Hua-Qing",15
"Sukriti, Sukriti",363
"Meyer, James Otto",15
"Ramasamy, Suresh Kumar",15
"Luo, Ruijie",8
"Han, Jibin",182
"Yu, Xiaobo",35
"Lin, Qiang",35
"Qin, Xiong",35
"Ruan, Zheng",35
"Zhou, Jianhua",35
"Lin, Zhifeng",35
"Su, Yijiang",35
"Zheng, Jian",35
"Zhou, Zichao",41
"You, Zhijian",41
"Xu, Xiu-ping",108
"Nickols, Jordan",13
"Ramila, K. C.",13
"Putinta, Kevin",13
"Schilling, Sarah",13
"Sayner, Sarah L.",31
"Baksh, Syeda",72
"Caterina, Michael",72
"Huang, Yiran",24
"Tan, Qindong",24
"Chen, Rui",24
"Cao, Biao",24
"Li, Wenhong",24
"Cabrera-Benitez, Nuria E.",31
"Valladares, Francisco",31
